t_hours,a,e,i,omega,raan,v
3.4166666666666665,7064917.205743432,0.0004710420200785634,1.7136986382423967,2.0631115498642716,2.626451756860034,-1.558305086853448
3.433333333333333,7063891.169589837,0.0005052782749984952,1.7137090664184635,2.355985528830953,2.626458033159086,-1.787386724310683
3.45,7062803.415127556,0.0005589474797865079,1.7137201255122914,2.6284492741431515,2.6264656932439623,-1.9960586990073121
3.466666666666667,7061671.693453026,0.0006295285838574901,1.7137316356320889,2.8720587380005007,2.6264748065464882,-2.175877065900339
3.4833333333333334,7060514.622211592,0.0007130645030033349,1.7137434078110645,3.0862284468727745,2.626485417169233,-2.32625643319657
3.5,7059350.967487954,0.0008053811487490629,1.7137552512754557,3.2746965013567064,2.6264975465732623,-2.450934961025157
3.5166666666666666,7058199.353174161,0.0009026408949357217,1.7137669763877148,3.4423936420671013,2.626511194142547,-2.5548434278617544
3.533333333333333,7057078.296882106,0.0010014500972243532,1.7137783942838405,3.5938770390130186,2.6265263340757334,-2.642539020497908
3.55,7056006.051769656,0.0010988220416134073,1.7137893185027424,3.732860890806573,2.626542913135709,-2.7177359330487394
3.566666666666667,7055000.146406998,0.0011921369553802832,1.7137995697112771,3.862233303788379,2.6265608524282644,-2.7833222458478146
3.5833333333333335,7054076.885053488,0.0012791158477013375,1.7138089808533934,3.984215679061137,2.626580051868968,-2.8415193131923173
3.6,7053251.078631775,0.001357787079061933,1.7138173999622472,4.1005262159616995,2.626600392945733,-2.894045268691416
3.6166666666666667,7052535.991165195,0.0014264472026243845,1.713824690782041,4.212507978166173,2.6266217371149785,-2.942243093802707
3.6333333333333333,7051943.192300332,0.0014836494895128136,1.7138307343502681,4.321225179097988,2.6266439243651414,-2.98717690535899
3.65,7051482.188078998,0.0015282292221192597,1.713835432841389,4.427542367014846,2.6266667787722033,-3.029711142368269
3.6666666666666665,7051160.119046121,0.0015593253585748934,1.7138387127155807,4.5321912072570845,2.6266901190147873,-3.0705773503571785
3.683333333333333,7050981.76054123,0.0015763689179058489,1.7138405247690263,4.635821184144872,2.6267137651198476,-3.1104248862094694
3.7,7050949.6797798,0.0015790568296351459,1.7138408425674756,-1.544150032415339,2.626737538670756,3.1333287119808557
3.716666666666667,7051064.334127246,0.001567337140147712,1.7138396614636355,-1.4407670853469257,2.626761261390402,3.0937282205181766
3.7333333333333334,7051324.085027685,0.0015414070150711373,1.713836998458562,-1.3366218964730179,2.6267847550255237,3.0533656938027303
3.75,7051725.141323285,0.0015017214083005714,1.7138328927675461,-1.2310849114534321,2.626807840522601,3.0116117067042025
3.7666666666666666,7052261.412155509,0.0014490162641416966,1.713827407292569,-1.123458260796871,2.6268303368113135,2.967768512461869
